OTU	SiteID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	baseSum	proportionMean	proportionSum	Kingdom	Phylum	Class	Order	Family	Genus
Otu133	Raut_S_2018_3	33.14958307099	6.0842400773005	0.88732527848035	6.85683167701531	7.04045030480675e-12	5.25569615253824e-09	11555.3602808561	0.28687623981668	100	Bacteria	Acidobacteria	Subgroup22	unidentified	unidentified	unidentified
Otu403	Raut_S_2018_3	7.34038783587463	5.83590473459919	0.89402013525554	6.52771062357684	6.67825606748772e-11	2.49265907718979e-08	11555.3602808561	0.0635236605130829	100	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter
Otu4066	Raut_S_2018_3	11.3607774859796	5.49943404117069	0.945083130920662	5.81899502937203	5.92024946133886e-09	1.35729595489079e-06	11555.3602808561	0.0983160819728067	100	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	unidentified
Otu335	Raut_S_2018_3	9.60896715011718	4.90936643925066	0.734918608737734	6.68014985725125	2.3869803644052e-11	1.18792056135232e-08	11555.3602808561	0.0831559286475602	100	Bacteria	unidentified	unidentified	unidentified	unidentified	unidentified
Otu256	Raut_S_2018_3	24.0420487655534	4.88092333890707	0.806979114072899	6.04838868043634	1.46301655982529e-09	4.36856744763831e-07	11555.3602808561	0.208059707193936	100	Bacteria	Acidobacteria	Subgroup22	unculturedbacterium	unidentified	unidentified
Otu242	Raut_S_2018_3	10.6783100810413	4.80720088929797	0.681590683900465	7.05291460527062	1.75208386985458e-12	2.61586121769288e-09	11555.3602808561	0.0924100142401641	100	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga
Otu115	Raut_S_2018_3	47.799372603907	4.55574257554403	0.972154276947301	4.68623415395517	2.78277875606389e-06	0.000166187547312135	11555.3602808561	0.41365540703302	100	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured
Otu580	Raut_S_2018_3	3.81826819530806	4.44020107002007	0.92036079199602	4.82441354372609	1.40415808214759e-06	9.52912734839251e-05	11555.3602808561	0.0330432639269054	100	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unidentified
Otu886	Raut_S_2018_3	4.35292115210173	4.41877263138563	0.914136114470477	4.83382349897121	1.33935346164715e-06	9.52216532494853e-05	11555.3602808561	0.0376701465493316	100	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured
Otu607	Raut_S_2018_3	12.7197432797758	4.38262541987433	0.766689589255778	5.71629702723434	1.08870370842677e-08	2.03179329585147e-06	11555.3602808561	0.110076561618323	100	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	unidentified
Otu12462	Raut_S_2018_3	3.22014382883076	4.21271951104277	0.851065428883593	4.94993612485107	7.42378423269872e-07	6.93282639486012e-05	11555.3602808561	0.0278671002077332	100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	unidentified
Otu1100	Raut_S_2018_3	5.1878437529203	4.12572403893718	0.838024539734261	4.92315420768639	8.51602917812236e-07	7.47907738996276e-05	11555.3602808561	0.0448955603878061	100	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured
Otu774	Raut_S_2018_3	4.4682371137049	4.03297319966054	0.88819679754582	4.54063019682582	5.6086331193542e-06	0.000288747905075718	11555.3602808561	0.0386680900041472	100	Bacteria	Proteobacteria	Gammaproteobacteria	GammaproteobacteriaIncertaeSedis	UnknownFamily	uncultured
Otu337	Raut_S_2018_3	16.5409196093118	4.03126417295948	0.694218825855308	5.80690701954501	6.36374526740489e-09	1.35729595489079e-06	11555.3602808561	0.143144992516723	100	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	unidentified
